Width,Drop,Cost,ID,prID
1110,900,39.49,1887701,5,
1110,1000,39.76,1887723,5,
1110,1100,42.15,1887745,5,
1110,1200,44.54,1887767,5,
1110,1300,46.93,1887789,5,
1110,1400,49.32,1887811,5,
1110,1500,51.71,1887833,5,
1110,1600,54.1,1887855,5,
1110,1700,56.49,1887877,5,
1110,1800,59.45,1887899,5,
1110,1900,61.84,1887921,5,
1110,2000,64.23,1887943,5,
1110,2100,66.62,1887965,5,
1110,2200,69.01,1887987,5,
1110,2300,71.4,1888009,5,
1110,2400,74.65,1888031,5,
1110,2500,77.04,1888053,5,
1110,2600,79.43,1888071,5,
1110,2700,81.82,1888088,5,
1110,2800,84.21,1888105,5,
1110,2900,86.6,1888121,5,
1110,3000,88.99,1888136,5,
1110,3100,91.38,1888150,5,
1110,3200,93.77,1888164,5,
1110,3300,96.16,4304493,5,
1110,3400,98.55,4304494,5,
1210,600,33.95,1887636,5,
1210,700,36.7,1887658,5,
1210,800,39.45,1887680,5,
1210,900,39.93,1887702,5,
1210,1000,42.53,1887724,5,
1210,1100,45.12,1887746,5,
1210,1200,47.72,1887768,5,
1210,1300,50.32,1887790,5,
1210,1400,52.91,1887812,5,
1210,1500,55.51,1887834,5,
1210,1600,58.11,1887856,5,
1210,1700,60.7,1887878,5,
1210,1800,63.88,1887900,5,
1210,1900,66.47,1887922,5,
1210,2000,69.07,1887944,5,
1210,2100,71.67,1887966,5,
1210,2200,74.26,1887988,5,
1210,2300,76.86,1888010,5,
1210,2400,80.32,1888032,5,
1210,2500,82.92,1888054,5,
1210,2600,85.51,1888072,5,
1210,2700,88.11,1888089,5,
1210,2800,90.71,1888106,5,
1210,2900,93.3,1888122,5,
1210,3000,95.9,1888137,5,
1210,3100,98.5,1888151,5,
1210,3200,101.09,1888165,5,
1210,3300,103.68,4304495,5,
1210,3400,106.27,4304496,5,
1310,600,37.4,1887637,5,
1310,700,40.38,1887659,5,
1310,800,41.06,1887681,5,
1310,900,43.88,1887703,5,
1310,1000,46.69,1887725,5,
1310,1100,49.51,1887747,5,
1310,1200,52.32,1887769,5,
1310,1300,55.14,1887791,5,
1310,1400,57.96,1887813,5,
1310,1500,60.77,1887835,5,
1310,1600,63.59,1887857,5,
1310,1700,66.4,1887879,5,
1310,1800,69.22,1887901,5,
1310,1900,72.04,1887923,5,
1310,2000,74.85,1887945,5,
1310,2100,77.67,1887967,5,
1310,2200,80.48,1887989,5,
1310,2300,83.3,1888011,5,
1310,2400,86.98,1888033,5,
1310,2500,89.79,1888055,5,
1310,2600,92.61,1888073,5,
1310,2700,95.43,1888090,5,
1310,2800,98.24,1888107,5,
1310,2900,101.06,1888123,5,
1310,3000,103.87,1888138,5,
1310,3100,106.69,1888152,5,
1310,3200,109.51,1888166,5,
1310,3300,112.33,4304497,5,
1310,3400,115.15,4304498,5,
1410,600,39.48,1887638,5,
1410,700,42.68,1887660,5,
1410,800,43.43,1887682,5,
1410,900,46.46,1887704,5,
1410,1000,49.48,1887726,5,
1410,1100,52.5,1887748,5,
1410,1200,55.53,1887770,5,
1410,1300,58.55,1887792,5,
1410,1400,61.57,1887814,5,
1410,1500,64.6,1887836,5,
1410,1600,67.62,1887858,5,
1410,1700,70.64,1887880,5,
1410,1800,73.66,1887902,5,
1410,1900,76.69,1887924,5,
1410,2000,79.71,1887946,5,
1410,2100,82.73,1887968,5,
1410,2200,85.76,1887990,5,
1410,2300,88.78,1888012,5,
1410,2400,92.67,1888034,5,
1410,2500,95.69,1888056,5,
1410,2600,98.71,1888074,5,
1410,2700,101.73,1888091,5,
1410,2800,104.76,1888108,5,
1410,2900,107.78,1888124,5,
1410,3000,110.8,1888139,5,
1410,3100,113.83,1888153,5,
1410,3200,116.85,1888167,5,
1410,3300,119.87,4304499,5,
1410,3400,122.89,4304500,5,
1510,600,41.53,1887639,5,
1510,700,42.56,1887661,5,
1510,800,45.79,1887683,5,
1510,900,49.02,1887705,5,
1510,1000,52.25,1887727,5,
1510,1100,55.48,1887749,5,
1510,1200,58.71,1887771,5,
1510,1300,61.94,1887793,5,
1510,1400,65.17,1887815,5,
1510,1500,68.4,1887837,5,
1510,1600,71.63,1887859,5,
1510,1700,74.86,1887881,5,
1510,1800,78.09,1887903,5,
1510,1900,81.32,1887925,5,
1510,2000,84.55,1887947,5,
1510,2100,87.78,1887969,5,
1510,2200,91.01,1887991,5,
1510,2300,94.24,1888013,5,
1510,2400,98.33,1888035,5,
1510,2500,101.56,1888057,5,
1510,2600,104.79,1888075,5,
1510,2700,108.02,1888092,5,
1510,2800,111.25,1888109,5,
1510,2900,114.48,1888125,5,
1510,3000,117.71,1888140,5,
1510,3100,120.94,1888154,5,
1510,3200,124.17,1888168,5,
1510,3300,127.4,4304501,5,
1510,3400,130.63,4304502,5,
1610,600,43.59,1887640,5,
1610,700,44.71,1887662,5,
1610,800,48.14,1887684,5,
1610,900,51.58,1887706,5,
1610,1000,55.02,1887728,5,
1610,1100,58.45,1887750,5,
1610,1200,61.89,1887772,5,
1610,1300,65.33,1887794,5,
1610,1400,68.77,1887816,5,
1610,1500,72.2,1887838,5,
1610,1600,75.64,1887860,5,
1610,1700,79.08,1887882,5,
1610,1800,82.51,1887904,5,
1610,1900,85.95,1887926,5,
1610,2000,89.39,1887948,5,
1610,2100,92.83,1887970,5,
1610,2200,96.26,1887992,5,
1610,2300,99.7,1888014,5,
1610,2400,104,1888036,5,
1610,2500,107.44,1888058,5,
1610,2600,110.87,1888076,5,
1610,2700,114.31,1888093,5,
1610,2800,117.75,1888110,5,
1610,2900,121.19,1888126,5,
1610,3000,124.62,1888141,5,
1610,3100,128.06,1888155,5,
1610,3200,131.5,1888169,5,
1610,3300,134.94,4304503,5,
1610,3400,138.38,4304504,5,
1710,600,44.75,1887641,5,
1710,700,48.42,1887663,5,
1710,800,52.09,1887685,5,
1710,900,55.76,1887707,5,
1710,1000,59.43,1887729,5,
1710,1100,63.1,1887751,5,
1710,1200,66.76,1887773,5,
1710,1300,70.43,1887795,5,
1710,1400,74.1,1887817,5,
1710,1500,77.77,1887839,5,
1710,1600,81.44,1887861,5,
1710,1700,85.11,1887883,5,
1710,1800,88.78,1887905,5,
1710,1900,92.44,1887927,5,
1710,2000,96.11,1887949,5,
1710,2100,99.78,1887971,5,
1710,2200,103.45,1887993,5,
1710,2300,107.12,1888015,5,
1710,2400,111.65,1888037,5,
1710,2500,115.32,1888059,5,
1710,2600,118.99,1888077,5,
1710,2700,122.65,1888094,5,
1710,2800,126.32,1888111,5,
1710,2900,129.99,1888127,5,
1710,3000,133.66,1888142,5,
1710,3100,137.33,1888156,5,
1710,3200,141,1888170,5,
1710,3300,144.67,4304505,5,
1710,3400,148.34,4304506,5,
1810,600,47.56,1887642,5,
1810,700,51.43,1887664,5,
1810,800,55.31,1887686,5,
1810,900,59.18,1887708,5,
1810,1000,63.06,1887730,5,
1810,1100,66.93,1887752,5,
1810,1200,70.81,1887774,5,
1810,1300,74.69,1887796,5,
1810,1400,78.56,1887818,5,
1810,1500,82.44,1887840,5,
1810,1600,86.31,1887862,5,
1810,1700,90.19,1887884,5,
1810,1800,94.06,1887906,5,
1810,1900,97.94,1887928,5,
1810,2000,101.81,1887950,5,
1810,2100,105.69,1887972,5,
1810,2200,109.56,1887994,5,
1810,2300,113.44,1888016,5,
1810,2400,117.32,1888038,5,
1810,2500,121.19,1888060,5,
1810,2600,125.07,1888078,5,
1810,2700,128.94,1888095,5,
1810,2800,132.82,1888112,5,
1810,2900,136.69,1888128,5,
1810,3000,140.57,1888143,5,
1810,3100,144.44,1888157,5,
1810,3200,148.32,1888171,5,
1810,3300,152.2,4304507,5,
1810,3400,156.08,4304508,5,
1910,600,49.52,1887643,5,
1910,700,53.6,1887665,5,
1910,800,57.68,1887687,5,
1910,900,61.76,1887709,5,
1910,1000,65.85,1887731,5,
1910,1100,69.93,1887753,5,
1910,1200,74.01,1887775,5,
1910,1300,78.1,1887797,5,
1910,1400,82.18,1887819,5,
1910,1500,86.26,1887841,5,
1910,1600,90.34,1887863,5,
1910,1700,94.43,1887885,5,
1910,1800,98.51,1887907,5,
1910,1900,102.59,1887929,5,
1910,2000,106.67,1887951,5,
1910,2100,110.76,1887973,5,
1910,2200,114.84,1887995,5,
1910,2300,118.92,1888017,5,
1910,2400,123,1888039,5,
1910,2500,127.09,1888061,5,
1910,2600,131.17,1888079,5,
1910,2700,135.25,1888096,5,
1910,2800,139.33,1888113,5,
1910,2900,143.42,1888129,5,
1910,3000,147.5,1888144,5,
1910,3100,151.58,1888158,5,
2010,600,51.46,1887644,5,
2010,700,55.75,1887666,5,
2010,800,60.04,1887688,5,
2010,900,64.33,1887710,5,
2010,1000,68.62,1887732,5,
2010,1100,72.91,1887754,5,
2010,1200,77.19,1887776,5,
2010,1300,81.48,1887798,5,
2010,1400,85.77,1887820,5,
2010,1500,90.06,1887842,5,
2010,1600,94.35,1887864,5,
2010,1700,98.64,1887886,5,
2010,1800,102.93,1887908,5,
2010,1900,107.22,1887930,5,
2010,2000,111.51,1887952,5,
2010,2100,115.8,1887974,5,
2010,2200,120.09,1887996,5,
2010,2300,124.38,1888018,5,
2010,2400,128.67,1888040,5,
2010,2500,132.96,1888062,5,
2010,2600,137.25,1888080,5,
2010,2700,141.54,1888097,5,
2010,2800,145.83,1888114,5,
2010,2900,150.12,1888130,5,
2110,600,53.4,1887645,5,
2110,700,57.89,1887667,5,
2110,800,62.39,1887689,5,
2110,900,66.89,1887711,5,
2110,1000,71.38,1887733,5,
2110,1100,75.88,1887755,5,
2110,1200,80.38,1887777,5,
2110,1300,84.87,1887799,5,
2110,1400,89.37,1887821,5,
2110,1500,93.87,1887843,5,
2110,1600,98.36,1887865,5,
2110,1700,102.86,1887887,5,
2110,1800,107.36,1887909,5,
2110,1900,111.85,1887931,5,
2110,2000,116.35,1887953,5,
2110,2100,120.85,1887975,5,
2110,2200,125.34,1887997,5,
2110,2300,129.84,1888019,5,
2110,2400,134.34,1888041,5,
2110,2500,138.83,1888063,5,
2110,2600,143.33,1888081,5,
2110,2700,147.83,1888098,5,
2110,2800,152.32,1888115,5,
2210,600,55.34,1887646,5,
2210,700,60.04,1887668,5,
2210,800,64.74,1887690,5,
2210,900,69.45,1887712,5,
2210,1000,74.15,1887734,5,
2210,1100,78.86,1887756,5,
2210,1200,83.56,1887778,5,
2210,1300,88.26,1887800,5,
2210,1400,92.97,1887822,5,
2210,1500,97.67,1887844,5,
2210,1600,102.37,1887866,5,
2210,1700,107.08,1887888,5,
2210,1800,111.78,1887910,5,
2210,1900,116.49,1887932,5,
2210,2000,121.19,1887954,5,
2210,2100,125.89,1887976,5,
2210,2200,130.6,1887998,5,
2210,2300,135.3,1888020,5,
2210,2400,140,1888042,5,
2210,2500,144.71,1888064,5,
2210,2600,149.41,1888082,5,
2210,2700,154.11,1888099,5,
2310,600,57.28,1887647,5,
2310,700,62.19,1887669,5,
2310,800,67.1,1887691,5,
2310,900,72.01,1887713,5,
2310,1000,76.92,1887735,5,
2310,1100,81.83,1887757,5,
2310,1200,86.74,1887779,5,
2310,1300,91.65,1887801,5,
2310,1400,96.56,1887823,5,
2310,1500,101.47,1887845,5,
2310,1600,106.38,1887867,5,
2310,1700,111.3,1887889,5,
2310,1800,116.21,1887911,5,
2310,1900,121.12,1887933,5,
2310,2000,126.03,1887955,5,
2310,2100,130.94,1887977,5,
2310,2200,135.85,1887999,5,
2310,2300,140.76,1888021,5,
2310,2400,145.67,1888043,5,
2310,2500,150.58,1888065,5,
2310,2600,155.49,2898621,5,
2310,2700,160.4,2898622,5,
2410,600,59.22,1887648,5,
2410,700,64.33,1887670,5,
2410,800,69.45,1887692,5,
2410,900,74.57,1887714,5,
2410,1000,79.69,1887736,5,
2410,1100,84.81,1887758,5,
2410,1200,89.92,1887780,5,
2410,1300,95.04,1887802,5,
2410,1400,100.16,1887824,5,
2410,1500,105.28,1887846,5,
2410,1600,110.4,1887868,5,
2410,1700,115.51,1887890,5,
2410,1800,120.63,1887912,5,
2410,1900,125.75,1887934,5,
2410,2000,130.87,1887956,5,
2410,2100,135.98,1887978,5,
2410,2200,141.1,1888000,5,
2410,2300,146.22,1888022,5,
2410,2400,151.34,1888044,5,
2410,2500,156.46,2206882,5,
2410,2600,161.58,2206883,5,
2410,2700,166.7,2206884,5,
2510,600,61.16,1887649,5,
2510,700,66.47,1887671,5,
2510,800,71.8,1887693,5,
2510,900,77.13,1887715,5,
2510,1000,82.46,1887737,5,
2510,1100,87.79,1887759,5,
2510,1200,93.1,1887781,5,
2510,1300,98.43,1887803,5,
2510,1400,103.76,1887825,5,
2510,1500,109.09,1887847,5,
2510,1600,114.42,1887869,5,
2510,1700,119.72,1887891,5,
2510,1800,125.05,1887913,5,
2510,1900,130.38,1887935,5,
2510,2000,135.71,1887957,5,
2510,2100,141.02,1887979,5,
2510,2200,146.35,1888001,5,
2510,2300,151.68,1888023,5,
2510,2400,157.01,1888045,5,
2610,600,63.1,1887650,5,
2610,700,68.61,1887672,5,
2610,800,74.15,1887694,5,
2610,900,79.69,1887716,5,
2610,1000,85.23,1887738,5,
2610,1100,90.77,1887760,5,
2610,1200,96.28,1887782,5,
2610,1300,101.82,1887804,5,
2610,1400,107.36,1887826,5,
2610,1500,112.9,1887848,5,
2610,1600,118.44,1887870,5,
2610,1700,123.93,1887892,5,
2610,1800,129.47,1887914,5,
2610,1900,135.01,1887936,5,
2610,2000,140.55,1887958,5,
2610,2100,146.06,1887980,5,
2610,2200,151.6,1888002,5,
2610,2300,157.14,1888024,5,
2610,2400,162.68,1888046,5,
2710,600,65.04,1887651,5,
2710,700,70.75,1887673,5,
2710,800,76.5,1887695,5,
2710,900,82.25,1887717,5,
2710,1000,88,1887739,5,
2710,1100,93.75,1887761,5,
2710,1200,99.46,1887783,5,
2710,1300,105.21,1887805,5,
2710,1400,110.96,1887827,5,
2710,1500,116.71,1887849,5,
2710,1600,122.46,1887871,5,
2710,1700,128.14,1887893,5,
2710,1800,133.89,1887915,5,
2710,1900,139.64,1887937,5,
2710,2000,145.39,1887959,5,
2710,2100,151.1,1887981,5,
2710,2200,156.85,1888003,5,
2710,2300,162.6,1888025,5,
2710,2400,168.35,1888047,5,
