Width,Drop,Cost,ID,prID
910,2300,50.48,601469,4,
910,2400,52.88,601489,4,
910,2500,54.55,601508,4,
910,2600,56.21,601526,4,
910,2700,57.88,601543,4,
910,2800,59.55,601560,4,
910,2900,61.21,601576,4,
910,3000,62.88,601591,4,
910,3100,64.55,601605,4,
910,3200,66.21,601619,4,
1010,600,25.32,601096,4,
1010,700,27.28,601118,4,
1010,800,29.25,601140,4,
1010,900,31.21,601162,4,
1010,1000,31.39,601184,4,
1010,1100,33.25,601206,4,
1010,1200,35.1,601228,4,
1010,1300,36.95,601250,4,
1010,1400,38.8,601272,4,
1010,1500,40.66,601294,4,
1010,1600,42.51,601316,4,
1010,1700,44.36,601338,4,
1010,1800,46.7,601360,4,
1010,1900,48.55,601382,4,
1010,2000,50.41,601404,4,
1010,2100,52.26,601426,4,
1010,2200,54.11,601448,4,
1010,2300,55.96,601470,4,
1010,2400,58.55,601490,4,
1010,2500,60.4,601509,4,
1010,2600,62.25,601527,4,
1010,2700,64.11,601544,4,
1010,2800,65.96,601561,4,
1010,2900,67.81,601577,4,
1010,3000,69.66,601592,4,
1010,3100,71.52,601606,4,
1010,3200,73.37,601620,4,
1110,600,27.07,601097,4,
1110,700,29.22,601119,4,
1110,800,31.37,601141,4,
1110,900,33.52,601163,4,
1110,1000,33.74,601185,4,
1110,1100,35.77,601207,4,
1110,1200,37.8,601229,4,
1110,1300,39.83,601251,4,
1110,1400,41.86,601273,4,
1110,1500,43.88,601295,4,
1110,1600,45.91,601317,4,
1110,1700,47.94,601339,4,
1110,1800,50.46,601361,4,
1110,1900,52.49,601383,4,
1110,2000,54.51,601405,4,
1110,2100,56.54,601427,4,
1110,2200,58.57,601449,4,
1110,2300,60.6,601471,4,
1110,2400,63.36,601491,4,
1110,2500,65.39,601510,4,
1110,2600,67.42,601528,4,
1110,2700,69.44,601545,4,
1110,2800,71.47,601562,4,
1110,2900,73.5,601578,4,
1110,3000,75.53,601593,4,
1110,3100,77.56,601607,4,
1110,3200,79.59,601621,4,
1210,600,28.81,601098,4,
1210,700,31.15,601120,4,
1210,800,33.48,601142,4,
1210,900,33.89,601164,4,
1210,1000,36.09,601186,4,
1210,1100,38.3,601208,4,
1210,1200,40.5,601230,4,
1210,1300,42.7,601252,4,
1210,1400,44.91,601274,4,
1210,1500,47.11,601296,4,
1210,1600,49.32,601318,4,
1210,1700,51.52,601340,4,
1210,1800,54.21,601362,4,
1210,1900,56.42,601384,4,
1210,2000,58.62,601406,4,
1210,2100,60.82,601428,4,
1210,2200,63.03,601450,4,
1210,2300,65.23,601472,4,
1210,2400,68.17,601492,4,
1210,2500,70.37,601511,4,
1210,2600,72.58,601529,4,
1210,2700,74.78,601546,4,
1210,2800,76.98,601563,4,
1210,2900,79.19,601579,4,
1210,3000,81.39,601594,4,
1210,3100,83.6,601608,4,
1210,3200,85.8,601622,4,
1310,600,31.74,601099,4,
1310,700,34.27,601121,4,
1310,800,34.85,601143,4,
1310,900,37.24,601165,4,
1310,1000,39.63,601187,4,
1310,1100,42.02,601209,4,
1310,1200,44.41,601231,4,
1310,1300,46.8,601253,4,
1310,1400,49.19,601275,4,
1310,1500,51.58,601297,4,
1310,1600,53.97,601319,4,
1310,1700,56.36,601341,4,
1310,1800,58.75,601363,4,
1310,1900,61.14,601385,4,
1310,2000,63.53,601407,4,
1310,2100,65.92,601429,4,
1310,2200,68.31,601451,4,
1310,2300,70.7,601473,4,
1310,2400,73.82,601493,4,
1310,2500,76.21,601512,4,
1310,2600,78.6,601530,4,
1310,2700,80.99,601547,4,
1310,2800,83.38,601564,4,
1310,2900,85.77,601580,4,
1310,3000,88.16,601595,4,
1310,3100,90.55,601609,4,
1310,3200,92.94,601623,4,
1410,600,33.5,601100,4,
1410,700,36.22,601122,4,
1410,800,36.86,601144,4,
1410,900,39.43,601166,4,
1410,1000,41.99,601188,4,
1410,1100,44.56,601210,4,
1410,1200,47.13,601232,4,
1410,1300,49.69,601254,4,
1410,1400,52.26,601276,4,
1410,1500,54.82,601298,4,
1410,1600,57.39,601320,4,
1410,1700,59.95,601342,4,
1410,1800,62.52,601364,4,
1410,1900,65.09,601386,4,
1410,2000,67.65,601408,4,
1410,2100,70.22,601430,4,
1410,2200,72.78,601452,4,
1410,2300,75.35,601474,4,
1410,2400,78.65,601494,4,
1410,2500,81.21,601513,4,
1410,2600,83.78,601531,4,
1410,2700,86.34,601548,4,
1410,2800,88.91,601565,4,
1410,2900,91.48,601581,4,
1410,3000,94.04,601596,4,
1410,3100,96.61,601610,4,
1410,3200,99.17,601624,4,
1510,600,35.25,601101,4,
1510,700,36.12,601123,4,
1510,800,38.86,601145,4,
1510,900,41.6,601167,4,
1510,1000,44.34,601189,4,
1510,1100,47.09,601211,4,
1510,1200,49.83,601233,4,
1510,1300,52.57,601255,4,
1510,1400,55.31,601277,4,
1510,1500,58.05,601299,4,
1510,1600,60.79,601321,4,
1510,1700,63.53,601343,4,
1510,1800,66.28,601365,4,
1510,1900,69.02,601387,4,
1510,2000,71.76,601409,4,
1510,2100,74.5,601431,4,
1510,2200,77.24,601453,4,
1510,2300,79.98,601475,4,
1510,2400,83.46,601495,4,
1510,2500,86.2,601514,4,
1510,2600,88.94,601532,4,
1510,2700,91.68,601549,4,
1510,2800,94.42,601566,4,
1510,2900,97.16,601582,4,
1510,3000,99.9,601597,4,
1510,3100,102.65,601611,4,
1510,3200,105.39,601625,4,
1610,600,36.99,601102,4,
1610,700,37.94,601124,4,
1610,800,40.86,601146,4,
1610,900,43.78,601168,4,
1610,1000,46.69,601190,4,
1610,1100,49.61,601212,4,
1610,1200,52.53,601234,4,
1610,1300,55.44,601256,4,
1610,1400,58.36,601278,4,
1610,1500,61.28,601300,4,
1610,1600,64.2,601322,4,
1610,1700,67.11,601344,4,
1610,1800,70.03,601366,4,
1610,1900,72.95,601388,4,
1610,2000,75.86,601410,4,
1610,2100,78.78,601432,4,
1610,2200,81.7,601454,4,
1610,2300,84.62,601476,4,
1610,2400,88.27,601496,4,
1610,2500,91.18,601515,4,
1610,2600,94.1,601533,4,
1610,2700,97.02,601550,4,
1610,2800,99.93,601567,4,
1610,2900,102.85,601583,4,
1610,3000,105.77,601598,4,
1610,3100,108.69,601612,4,
1610,3200,111.6,601626,4,
1710,600,37.98,601103,4,
1710,700,41.1,601125,4,
1710,800,44.21,601147,4,
1710,900,47.32,601169,4,
1710,1000,50.44,601191,4,
1710,1100,53.55,601213,4,
1710,1200,56.66,601235,4,
1710,1300,59.78,601257,4,
1710,1400,62.89,601279,4,
1710,1500,66,601301,4,
1710,1600,69.12,601323,4,
1710,1700,72.23,601345,4,
1710,1800,75.34,601367,4,
1710,1900,78.46,601389,4,
1710,2000,81.57,601411,4,
1710,2100,84.69,601433,4,
1710,2200,87.8,601455,4,
1710,2300,90.91,601477,4,
1710,2400,94.76,601497,4,
1710,2500,97.87,601516,4,
1710,2600,100.98,601534,4,
1710,2700,104.1,601551,4,
1710,2800,107.21,601568,4,
1710,2900,110.32,601584,4,
1710,3000,113.44,601599,4,
1710,3100,116.55,601613,4,
1710,3200,119.67,601627,4,
1810,600,40.36,601104,4,
1810,700,43.65,601126,4,
1810,800,46.94,601148,4,
1810,900,50.23,601170,4,
1810,1000,53.52,601192,4,
1810,1100,56.81,601214,4,
1810,1200,60.1,601236,4,
1810,1300,63.39,601258,4,
1810,1400,66.68,601280,4,
1810,1500,69.96,601302,4,
1810,1600,73.25,601324,4,
1810,1700,76.54,601346,4,
1810,1800,79.83,601368,4,
1810,1900,83.12,601390,4,
1810,2000,86.41,601412,4,
1810,2100,89.7,601434,4,
1810,2200,92.99,601456,4,
1810,2300,96.28,601478,4,
1810,2400,99.57,601498,4,
1810,2500,102.86,601517,4,
1810,2600,106.15,601535,4,
1810,2700,109.43,601552,4,
1810,2800,112.72,601569,4,
1810,2900,116.01,601585,4,
1810,3000,119.3,601600,4,
1810,3100,122.59,601614,4,
1810,3200,125.88,601628,4,
1910,600,42.03,601105,4,
1910,700,45.49,601127,4,
1910,800,48.96,601149,4,
1910,900,52.42,601171,4,
1910,1000,55.89,601193,4,
1910,1100,59.35,601215,4,
1910,1200,62.82,601237,4,
1910,1300,66.28,601259,4,
1910,1400,69.75,601281,4,
1910,1500,73.21,601303,4,
1910,1600,76.67,601325,4,
1910,1700,80.14,601347,4,
1910,1800,83.6,601369,4,
1910,1900,87.07,601391,4,
1910,2000,90.53,601413,4,
1910,2100,94,601435,4,
1910,2200,97.46,601457,4,
1910,2300,100.93,601479,4,
1910,2400,104.39,601499,4,
1910,2500,107.86,601518,4,
1910,2600,111.32,601536,4,
1910,2700,114.79,601553,4,
1910,2800,118.25,601570,4,
1910,2900,121.72,601586,4,
1910,3000,125.18,601601,4,
1910,3100,128.65,601615,4,
2010,600,43.67,601106,4,
2010,700,47.31,601128,4,
2010,800,50.95,601150,4,
2010,900,54.59,601172,4,
2010,1000,58.23,601194,4,
2010,1100,61.88,601216,4,
2010,1200,65.52,601238,4,
2010,1300,69.16,601260,4,
2010,1400,72.8,601282,4,
2010,1500,76.44,601304,4,
2010,1600,80.08,601326,4,
2010,1700,83.72,601348,4,
2010,1800,87.36,601370,4,
2010,1900,91,601392,4,
2010,2000,94.64,601414,4,
2010,2100,98.28,601436,4,
2010,2200,101.92,601458,4,
2010,2300,105.56,601480,4,
2010,2400,109.2,601500,4,
2010,2500,112.84,601519,4,
2010,2600,116.49,601537,4,
2010,2700,120.13,601554,4,
2010,2800,123.77,601571,4,
2010,2900,127.41,601587,4,
2110,600,45.32,601107,4,
2110,700,49.14,601129,4,
2110,800,52.95,601151,4,
2110,900,56.77,601173,4,
2110,1000,60.58,601195,4,
2110,1100,64.4,601217,4,
2110,1200,68.22,601239,4,
2110,1300,72.03,601261,4,
2110,1400,75.85,601283,4,
2110,1500,79.67,601305,4,
2110,1600,83.48,601327,4,
2110,1700,87.3,601349,4,
2110,1800,91.12,601371,4,
2110,1900,94.93,601393,4,
2110,2000,98.75,601415,4,
2110,2100,102.56,601437,4,
2110,2200,106.38,601459,4,
2110,2300,110.2,601481,4,
2110,2400,114.01,601501,4,
2110,2500,117.83,601520,4,
2110,2600,121.65,601538,4,
2110,2700,125.46,601555,4,
2110,2800,129.28,601572,4,
2210,600,46.97,601108,4,
2210,700,50.96,601130,4,
2210,800,54.95,601152,4,
2210,900,58.94,601174,4,
2210,1000,62.93,601196,4,
2210,1100,66.93,601218,4,
2210,1200,70.92,601240,4,
2210,1300,74.91,601262,4,
2210,1400,78.9,601284,4,
2210,1500,82.89,601306,4,
2210,1600,86.89,601328,4,
2210,1700,90.88,601350,4,
2210,1800,94.87,601372,4,
2210,1900,98.86,601394,4,
2210,2000,102.85,601416,4,
2210,2100,106.85,601438,4,
2210,2200,110.84,601460,4,
2210,2300,114.83,601482,4,
2210,2400,118.82,601502,4,
2210,2500,122.82,601521,4,
2210,2600,126.81,601539,4,
2210,2700,130.8,601556,4,
2310,600,48.61,601109,4,
2310,700,52.78,601131,4,
2310,800,56.95,601153,4,
2310,900,61.12,601175,4,
2310,1000,65.28,601197,4,
2310,1100,69.45,601219,4,
2310,1200,73.62,601241,4,
2310,1300,77.79,601263,4,
2310,1400,81.95,601285,4,
2310,1500,86.12,601307,4,
2310,1600,90.29,601329,4,
2310,1700,94.46,601351,4,
2310,1800,98.63,601373,4,
2310,1900,102.79,601395,4,
2310,2000,106.96,601417,4,
2310,2100,111.13,601439,4,
2310,2200,115.3,601461,4,
2310,2300,119.46,601483,4,
2310,2400,123.63,601503,4,
2310,2500,127.8,601522,4,
2410,600,50.26,601110,4,
2410,700,54.6,601132,4,
2410,800,58.95,601154,4,
2410,900,63.29,601176,4,
2410,1000,67.63,601198,4,
2410,1100,71.98,601220,4,
2410,1200,76.32,601242,4,
2410,1300,80.66,601264,4,
2410,1400,85.01,601286,4,
2410,1500,89.35,601308,4,
2410,1600,93.69,601330,4,
2410,1700,98.04,601352,4,
2410,1800,102.38,601374,4,
2410,1900,106.72,601396,4,
2410,2000,111.07,601418,4,
2410,2100,115.41,601440,4,
2410,2200,119.76,601462,4,
2410,2300,124.1,601484,4,
2410,2400,128.44,601504,4,
2410,2500,132.78,2202527,4,
2510,600,51.9,601111,4,
2510,700,56.42,601133,4,
2510,800,60.94,601155,4,
2510,900,65.46,601177,4,
2510,1000,69.98,601199,4,
2510,1100,74.5,601221,4,
2510,1200,79.02,601243,4,
2510,1300,83.54,601265,4,
2510,1400,88.06,601287,4,
2510,1500,92.58,601309,4,
2510,1600,97.1,601331,4,
2510,1700,101.62,601353,4,
2510,1800,106.14,601375,4,
2510,1900,110.66,601397,4,
2510,2000,115.17,601419,4,
2510,2100,119.69,601441,4,
2510,2200,124.21,601463,4,
2510,2300,128.73,601485,4,
2510,2400,133.25,1992437,4,
2510,2500,137.77,1992438,4,
2610,600,53.55,601112,4,
2610,700,58.25,601134,4,
2610,800,62.94,601156,4,
2610,900,67.64,601178,4,
2610,1000,72.33,601200,4,
2610,1100,77.03,601222,4,
2610,1200,81.72,601244,4,
2610,1300,86.42,601266,4,
2610,1400,91.11,601288,4,
2610,1500,95.81,601310,4,
2610,1600,100.5,601332,4,
2610,1700,105.2,601354,4,
2610,1800,109.89,601376,4,
2610,1900,114.59,601398,4,
2610,2000,119.28,601420,4,
2610,2100,123.98,601442,4,
2610,2200,128.67,601464,4,
2610,2300,133.36,1839413,4,
2610,2400,138.05,1839480,4,
2610,2500,142.74,1839481,4,
2610,2600,147.43,1839482,4,
2610,2700,152.12,1151007,4,
2710,600,55.2,601113,4,
2710,700,60.07,601135,4,
2710,800,64.94,601157,4,
2710,900,69.81,601179,4,
2710,1000,74.68,601201,4,
2710,1100,79.55,601223,4,
2710,1200,84.42,601245,4,
2710,1300,89.29,601267,4,
2710,1400,94.16,601289,4,
2710,1500,99.03,601311,4,
2710,1600,103.91,601333,4,
2710,1700,108.78,601355,4,
2710,1800,113.65,601377,4,
2710,1900,118.52,601399,4,
2710,2000,123.39,601421,4,
2710,2100,128.26,601443,4,
2710,2200,133.13,601465,4,
2710,2300,138,2231649,4,
2710,2400,142.87,2231650,4,
2710,2500,147.74,2231651,4,
2710,2600,152.61,2231652,4,
2710,2700,157.48,2231653,4,
2710,2800,162.35,2231654,4,
2710,2900,167.22,2231655,4,
2810,600,56.85,1839483,4,
2810,700,61.89,1839484,4,
2810,800,66.94,1839485,4,
2810,900,71.98,1839486,4,
2810,1000,77.03,1839487,4,
2810,1100,82.07,1839488,4,
2810,1200,87.12,1839489,4,
2810,1300,92.16,1839490,4,
2810,1400,97.21,1273880,4,
2810,1500,102.25,1839491,4,
2810,1600,107.32,1839492,4,
2810,1700,112.36,1839493,4,
2810,1800,117.41,1839494,4,
2810,1900,122.45,1839495,4,
2810,2000,127.5,1839496,4,
2810,2100,132.54,1839497,4,
2810,2200,137.59,1835327,4,
2910,600,58.5,2907576,4,
2910,700,63.71,2907577,4,
2910,800,68.94,2907578,4,
2910,900,74.15,2907579,4,
2910,1000,79.38,2907580,4,
2910,1100,84.59,2907581,4,
2910,1200,89.82,2907582,4,
2910,1300,95.03,2907583,4,
2910,1400,100.26,2907584,4,
2910,1500,105.47,2907585,4,
2910,1600,110.73,2907586,4,
2910,1700,115.94,2907587,4,
2910,1800,121.17,2907588,4,
2910,1900,126.38,2907589,4,
2910,2000,131.61,2907590,4,
3010,600,60.15,2907591,4,
3010,700,65.53,2907592,4,
3010,800,70.94,2907593,4,
3010,900,76.32,2907594,4,
3010,1000,81.73,2907595,4,
3010,1100,87.11,2907596,4,
3010,1200,92.52,2907597,4,
3010,1300,97.9,2907598,4,
3010,1400,103.31,2907599,4,
3010,1500,108.69,2907600,4,
3010,1600,114.14,2907601,4,
3010,1700,119.52,2907602,4,
3010,1800,124.93,2907603,4,
3010,1900,130.31,2907604,4,
3010,2000,135.72,2907605,4,
